id,edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,satisfaccion_entorno,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual
498,28,No,Travel_Rarely,Sales,9,Universitaria,Life Sciences,Media,Alta,2,Sales Executive,Alta,Single,5253.0,1,No,16,Alta,Muy_Alta,0,7,1,7,0,7
499,49,No,Travel_Rarely,Financial,7,Universitaria,Other,Media,Media,3,Coordinator,Media,Single,10965.0,8,No,24,Muy_Alta,Alta,0,26,2,5,0,0
500,51,No,Travel_Rarely,Sales,14,Universitaria,Life Sciences,Alta,Alta,2,Sales Executive,Alta,Married,4936.0,4,No,11,Alta,Alta,1,18,2,7,0,7
501,36,No,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,Muy_Alta,Alta,1,Research Scientist,Alta,Married,2543.0,4,No,13,Alta,Media,1,6,3,2,2,2
502,34,Yes,Non-Travel,Sales,19,Master,Marketing,Baja,Muy_Alta,2,Sales Executive,Muy_Alta,Single,5304.0,8,Yes,13,Alta,Media,0,9,3,5,0,4
505,55,No,Travel_Rarely,Financial,2,Universitaria,Ingeniería Administrativa,Alta,Alta,4,CFO,Alta,Single,16659.0,2,Yes,13,Alta,Alta,0,30,2,5,1,2
507,24,No,Travel_Rarely,Sales,10,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,4260.0,1,Yes,12,Alta,Muy_Alta,1,5,2,5,0,3
508,30,No,Travel_Rarely,Sales,2,Universitaria,Technical Degree,Alta,Alta,1,Sales Representative,Alta,Married,2476.0,1,No,18,Alta,Baja,1,1,3,1,0,0
510,26,Yes,Travel_Frequently,Research & Development,3,Universitaria,Software Technologist,Alta,Alta,1,Research Scientist,Alta,Single,3102.0,0,No,22,Muy_Alta,Alta,0,7,2,6,0,4
511,22,No,Travel_Rarely,Research & Development,11,Universitaria,Systems Engineer,Baja,Alta,1,Research Scientist,Alta,Married,2244.0,1,No,13,Alta,Muy_Alta,1,2,1,2,1,2
513,36,No,Travel_Rarely,Sales,2,Universitaria,Medical,Media,Media,3,Sales Executive,Media,Married,7596.0,1,No,13,Alta,Media,2,10,2,10,9,0
514,30,Yes,Travel_Frequently,Research & Development,4,Universitaria,Software Technologist,Alta,Alta,1,Research Scientist,Alta,Single,2285.0,9,Yes,23,Muy_Alta,Alta,0,3,4,1,0,0
515,37,No,Travel_Rarely,Financial,14,Universitaria,Ingeniería Administrativa,Muy_Alta,Alta,1,Treasurer,No aplica,Divorced,3034.0,1,No,12,Alta,Alta,1,18,2,18,12,17
516,40,No,Travel_Rarely,Sales,2,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,5715.0,7,No,12,Alta,Alta,2,8,5,5,1,3
517,42,No,Travel_Rarely,Financial,1,Universitaria,Ingeniería Administrativa,Media,Alta,1,Treasurer,Alta,Divorced,2576.0,3,No,16,Alta,Media,1,8,5,5,1,2
518,37,No,Travel_Rarely,Research & Development,10,Universitaria,Software Engineer,Alta,Alta,2,Data Scientist,Alta,Single,4197.0,2,Yes,12,Alta,Muy_Alta,0,18,2,1,0,1
520,43,No,Travel_Rarely,Research & Development,12,Universitaria,Software Engineer,Baja,Media,4,Research Director,Media,Divorced,14336.0,1,No,11,Alta,Alta,1,25,3,25,3,9
521,40,No,Travel_Rarely,Research & Development,2,Universitaria,Systems Engineer,Media,Media,2,Laboratory Technician,No aplica,Married,3448.0,6,No,22,Muy_Alta,Media,1,20,3,1,0,0
522,54,No,Travel_Rarely,Research & Development,5,Universitaria,Systems Engineer,Baja,Alta,5,Research Director,Alta,Married,19406.0,4,No,11,Alta,Alta,1,24,4,4,1,2
523,34,No,Non-Travel,Sales,4,Universitaria,Marketing,Alta,Alta,2,Sales Executive,Alta,Married,6538.0,9,No,15,Alta,Baja,1,6,3,3,1,2
524,31,No,Travel_Rarely,Research & Development,7,Universitaria,Systems Engineer,Media,Alta,2,Data Scientist,Alta,Married,4306.0,1,No,12,Alta,Media,1,13,5,13,3,12
525,43,No,Travel_Frequently,Research & Development,21,Universitaria,Systems Engineer,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,2258.0,7,No,20,Muy_Alta,Baja,1,8,1,3,1,2
526,43,No,Travel_Rarely,Research & Development,8,Universitaria,Other,Alta,Alta,2,Software Engineer,Alta,Divorced,4522.0,4,Yes,14,Alta,Muy_Alta,0,8,3,5,0,2
527,25,No,Travel_Rarely,Sales,4,Universitaria,Life Sciences,Media,Media,2,Sales Executive,Media,Single,4487.0,1,Yes,11,Alta,Media,0,5,3,5,1,3
531,39,No,Travel_Frequently,Research & Development,1,Universitaria,Software Engineer,Media,Alta,5,CTO,Alta,Divorced,19197.0,1,Yes,14,Alta,Alta,1,21,3,21,1,6
532,56,No,Travel_Frequently,Sales,6,Master,Life Sciences,Alta,Muy_Alta,4,Sales Executive,Muy_Alta,Married,13212.0,9,No,11,Alta,Muy_Alta,3,36,0,7,7,7
533,30,No,Travel_Rarely,Sales,12,Universitaria,Technical Degree,Media,Alta,2,Sales Executive,Alta,Single,6577.0,0,No,11,Alta,Media,0,6,6,5,4,4
534,41,No,Travel_Rarely,Sales,1,Master,Marketing,Media,Muy_Alta,3,Sales Executive,No aplica,Married,8392.0,1,No,16,Alta,Alta,1,10,2,10,0,7
536,28,No,Travel_Rarely,Financial,17,Universitaria,Finanzas,Alta,Alta,2,Treasurer,Alta,Divorced,4558.0,1,No,12,Alta,Muy_Alta,1,10,2,10,1,8
538,25,Yes,Travel_Rarely,Research & Development,3,Universitaria,Systems Engineer,Baja,Alta,1,Laboratory Technician,Alta,Married,4031.0,5,No,13,Alta,Alta,1,6,5,2,0,2
543,52,No,Travel_Rarely,Research & Development,3,Universitaria,Systems Engineer,Muy_Alta,Media,3,Data Scientist,Media,Married,7969.0,2,Yes,14,Alta,Alta,0,28,4,5,0,4
544,45,No,Travel_Rarely,Financial,10,Universitaria,Ingeniería Administrativa,Baja,Alta,1,Financial Analyst,Alta,Married,2654.0,3,No,21,Muy_Alta,Muy_Alta,2,8,3,2,0,2
546,52,No,Travel_Rarely,Financial,4,Universitaria,Ingeniería Administrativa,Muy_Alta,Alta,4,CFO,Alta,Married,16555.0,2,No,13,Alta,Muy_Alta,0,31,2,5,1,4
547,42,No,Travel_Frequently,Research & Development,29,Universitaria,Software Engineer,Baja,Alta,2,Research Scientist,Alta,Divorced,4556.0,2,No,11,Alta,Media,1,19,3,5,0,2
548,30,No,Travel_Rarely,Research & Development,2,Primaria,Software Engineer,Alta,Baja,2,Data Scientist,Baja,Single,6091.0,2,No,20,Muy_Alta,Alta,0,11,2,5,0,2
549,60,No,Travel_Rarely,Research & Development,7,Universitaria,Software Engineer,Baja,Alta,5,CTO,Alta,Married,19566.0,5,No,11,Alta,Muy_Alta,0,33,5,29,11,10
550,46,No,Travel_Rarely,Research & Development,18,Universitaria,Systems Engineer,Alta,Alta,2,Data Scientist,Alta,Divorced,4810.0,2,No,14,Alta,Alta,1,19,5,10,0,8
551,42,No,Travel_Frequently,Financial,28,Universitaria,Contaduría,Muy_Alta,No aplica,2,Coordinator,No aplica,Married,4523.0,0,No,11,Alta,Muy_Alta,3,7,4,6,0,4
554,24,Yes,Travel_Rarely,Sales,1,Universitaria,Technical Degree,Baja,Alta,1,Sales Representative,Alta,Single,3202.0,1,Yes,16,Alta,Media,0,6,4,5,1,4
555,34,Yes,Travel_Frequently,Sales,6,Primaria,Marketing,Muy_Alta,Baja,1,Sales Representative,Baja,Divorced,2351.0,0,No,16,Alta,Muy_Alta,1,3,3,2,1,0
556,38,No,Travel_Frequently,Research & Development,2,Universitaria,Software Engineer,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,1702.0,1,Yes,23,Muy_Alta,Alta,1,1,3,1,0,0
558,40,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,Alta,Alta,5,CMO,Alta,Married,18041.0,0,No,14,Alta,Muy_Alta,0,21,2,20,1,12
560,26,No,Travel_Rarely,Research & Development,23,Universitaria,Software Engineer,Baja,Alta,1,Research Scientist,Alta,Divorced,2886.0,1,No,22,Muy_Alta,Media,2,3,3,3,0,2
562,30,No,Non-Travel,Research & Development,3,Universitaria,Software Engineer,Alta,Alta,1,Laboratory Technician,Alta,Married,2097.0,4,No,15,Alta,Alta,1,9,3,5,1,4
564,29,No,Travel_Rarely,Financial,3,Universitaria,Finanzas,Media,Media,3,Financial Director,Media,Married,11935.0,1,No,18,Alta,Alta,0,10,2,10,0,7
565,29,Yes,Travel_Rarely,Research & Development,25,Universitaria,Software Technologist,Alta,Media,1,Research Scientist,Media,Married,2546.0,5,No,16,Alta,Media,0,6,2,2,1,1
566,19,Yes,Travel_Rarely,Human Resources,2,Universitaria,Technical Degree,Baja,Media,1,Human Resources,Media,Single,2564.0,1,No,12,Alta,Alta,0,1,3,1,0,0
567,30,No,Non-Travel,Sales,22,Universitaria,Other,Alta,Alta,3,Sales Executive,Alta,Married,8412.0,0,No,11,Alta,Alta,0,10,3,9,7,8
568,57,No,Travel_Rarely,Sales,29,Universitaria,Marketing,Baja,Media,4,CMO,Media,Divorced,14118.0,3,No,12,Alta,Alta,1,32,3,1,0,0
569,50,No,Travel_Rarely,Financial,29,Universitaria,Ingeniería Administrativa,Media,Media,4,CFO,Media,Married,17046.0,0,No,15,Alta,Media,1,28,2,27,15,7
571,30,No,Non-Travel,Research & Development,2,Universitaria,Systems Engineer,Alta,Alta,1,Laboratory Technician,Alta,Single,2564.0,0,No,14,Alta,Alta,0,12,2,11,6,7
573,60,No,Travel_Frequently,Sales,28,Universitaria,Marketing,Alta,Media,3,Sales Executive,Media,Married,10266.0,4,No,19,Alta,Muy_Alta,0,22,5,18,13,11
574,47,No,Travel_Rarely,Research & Development,2,Universitaria,Systems Engineer,Baja,Alta,2,Data Scientist,Alta,Divorced,5070.0,5,No,13,Alta,Alta,3,20,2,5,0,4
575,46,No,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,Baja,Alta,4,Research Director,Alta,Married,17861.0,6,No,13,Alta,Alta,0,26,2,3,0,1
577,35,No,Travel_Rarely,Financial,22,Universitaria,Ingeniería Administrativa,Muy_Alta,Baja,1,Treasurer,No aplica,Single,4230.0,0,No,15,Alta,Alta,0,6,2,5,4,3
578,54,No,Travel_Rarely,Research & Development,8,Universitaria,Software Engineer,Alta,Alta,2,Laboratory Technician,Alta,Single,3780.0,7,No,11,Alta,Alta,0,19,3,1,0,0
579,34,No,Travel_Rarely,Financial,2,Universitaria,Ingeniería Administrativa,Muy_Alta,Media,1,Financial Analyst,Media,Divorced,2768.0,3,No,12,Alta,Alta,1,14,3,7,5,7
580,46,No,Travel_Rarely,Sales,10,Universitaria,Marketing,Alta,Media,3,Sales Executive,Media,Married,9071.0,2,Yes,19,Alta,Alta,1,15,3,3,1,2
581,31,No,Travel_Rarely,Financial,9,Universitaria,Ingeniería Administrativa,Alta,Alta,3,Accountant,Alta,Divorced,10648.0,1,No,25,Muy_Alta,Muy_Alta,1,13,6,13,0,8
582,33,Yes,Travel_Rarely,Research & Development,15,Universitaria,Systems Engineer,Media,Alta,3,CTO,Alta,Married,13610.0,7,Yes,12,Alta,Muy_Alta,0,15,2,7,7,7
584,33,Yes,Travel_Rarely,Research & Development,10,Primaria,Systems Engineer,Baja,Baja,1,Laboratory Technician,Baja,Divorced,3408.0,7,No,13,Alta,Baja,3,8,2,4,1,3
585,30,No,Travel_Rarely,Sales,7,Universitaria,Marketing,Muy_Alta,Alta,1,Sales Representative,Alta,Single,2983.0,0,No,14,Alta,Baja,0,4,3,3,1,2
586,35,No,Travel_Rarely,Financial,16,Universitaria,Ingeniería Administrativa,Muy_Alta,Alta,3,Coordinator,Alta,Married,7632.0,4,Yes,12,Alta,Alta,0,10,2,8,0,0
587,31,Yes,Travel_Frequently,Research & Development,20,Universitaria,Software Engineer,Baja,Alta,3,Software Engineer,Alta,Married,9824.0,3,No,12,Alta,Baja,0,12,2,1,0,0
592,36,No,Non-Travel,Sales,10,Universitaria,Medical,Media,Alta,3,Sales Executive,Alta,Single,9980.0,1,No,14,Alta,Muy_Alta,0,10,3,10,9,7
593,22,Yes,Travel_Frequently,Financial,4,Universitaria,Contaduría,Alta,Media,1,Treasurer,Media,Single,3894.0,5,No,16,Alta,Alta,0,4,3,2,1,2
595,48,No,Travel_Rarely,Sales,2,Universitaria,Marketing,Media,Alta,2,Sales Executive,Alta,Married,4051.0,2,No,14,Alta,Baja,1,14,2,9,6,7
597,55,No,Travel_Rarely,Sales,18,Universitaria,Life Sciences,Baja,Alta,4,CMO,Alta,Single,16835.0,3,No,23,Muy_Alta,Muy_Alta,0,37,2,10,7,7
600,35,No,Travel_Rarely,Sales,1,Universitaria,Marketing,Media,Alta,2,Sales Executive,Alta,Married,4717.0,9,No,11,Alta,Alta,0,15,2,11,6,9
601,40,No,Travel_Rarely,Research & Development,6,Universitaria,Software Engineer,Media,Alta,4,Data Scientist,Alta,Single,13237.0,7,No,15,Alta,Alta,0,22,3,20,5,13
602,39,No,Travel_Frequently,Financial,8,Universitaria,Ingeniería Administrativa,Alta,Alta,1,Treasurer,Alta,Married,3755.0,1,No,11,Alta,Baja,1,8,3,8,0,7
604,31,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,Media,Alta,2,Sales Executive,Alta,Single,6582.0,4,Yes,13,Alta,Alta,0,10,2,6,0,5
605,42,No,Travel_Rarely,Research & Development,24,Universitaria,Systems Engineer,Muy_Alta,Alta,3,Data Scientist,Alta,Married,7406.0,1,Yes,21,Muy_Alta,Muy_Alta,1,10,5,10,5,8
606,45,No,Travel_Rarely,Sales,2,Universitaria,Other,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4805.0,0,No,19,Alta,Media,1,9,3,8,3,7
611,29,No,Travel_Rarely,Research & Development,19,Universitaria,Software Technologist,Muy_Alta,Alta,2,Data Scientist,Alta,Divorced,4262.0,4,No,12,Alta,Media,2,8,2,3,1,2
612,33,No,Travel_Rarely,Research & Development,1,Master,Systems Engineer,Baja,Muy_Alta,4,Research Director,Muy_Alta,Divorced,16184.0,4,No,19,Alta,Alta,1,10,2,6,0,5
613,31,No,Travel_Rarely,Sales,7,Universitaria,Life Sciences,Alta,Media,3,CMO,Media,Divorced,11557.0,9,No,21,Muy_Alta,Alta,1,10,3,5,0,1
614,18,Yes,Travel_Frequently,Sales,5,Universitaria,Marketing,Media,Alta,1,Sales Representative,Alta,Single,1878.0,1,Yes,14,Alta,Muy_Alta,0,0,3,0,0,0
615,40,No,Non-Travel,Sales,28,Universitaria,Other,Alta,Baja,3,Sales Executive,Baja,Divorced,10932.0,3,No,15,Alta,Alta,1,20,2,1,0,1
616,41,No,Non-Travel,Research & Development,2,Secundaria,Other,Baja,Media,2,Software Engineer,Media,Single,6811.0,2,Yes,17,Alta,Baja,0,10,3,8,0,7
618,26,No,Travel_Rarely,Sales,29,Universitaria,Medical,Baja,Alta,2,Sales Executive,Alta,Divorced,4306.0,5,No,12,Alta,Baja,2,8,5,0,0,0
620,35,No,Travel_Rarely,Sales,1,Universitaria,Medical,Baja,Alta,2,Sales Executive,Alta,Single,4859.0,1,No,16,Alta,Muy_Alta,0,5,3,5,0,3
621,34,No,Travel_Rarely,Sales,21,Master,Life Sciences,Muy_Alta,Muy_Alta,2,Sales Executive,Muy_Alta,Single,5337.0,1,No,12,Alta,Muy_Alta,0,10,3,10,5,7
622,26,Yes,Travel_Rarely,Research & Development,24,Primaria,Software Technologist,Alta,Baja,1,Laboratory Technician,Baja,Single,2340.0,1,Yes,18,Alta,Media,0,1,3,1,0,0
623,37,No,Travel_Rarely,Research & Development,1,Universitaria,Software Technologist,Media,Alta,3,Data Scientist,Alta,Single,7491.0,4,No,17,Alta,Muy_Alta,0,12,3,6,1,2
625,41,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,Media,Alta,4,CMO,Alta,Married,16595.0,7,No,16,Alta,Media,1,22,2,18,11,8
630,52,No,Travel_Rarely,Research & Development,6,Universitaria,Software Technologist,Muy_Alta,Alta,2,Research Scientist,Alta,Divorced,5577.0,3,Yes,12,Alta,Media,2,18,3,10,6,9
631,32,Yes,Non-Travel,Sales,11,Master,Other,Muy_Alta,Muy_Alta,2,Sales Executive,Muy_Alta,Married,4707.0,8,No,12,Alta,Muy_Alta,0,6,2,4,1,2
638,49,No,Travel_Rarely,Financial,18,Universitaria,Ingeniería Administrativa,Muy_Alta,Media,5,Financial Director,Media,Divorced,19502.0,1,Yes,17,Alta,Alta,1,31,5,31,0,9
641,26,No,Travel_Rarely,Sales,28,Universitaria,Marketing,Baja,Alta,2,Sales Executive,No aplica,Married,6272.0,1,No,20,Muy_Alta,Muy_Alta,2,6,5,5,1,4
644,50,No,Travel_Frequently,Human Resources,3,Universitaria,Medical,Baja,Alta,5,Talent Manager,No aplica,Married,18200.0,1,No,11,Alta,Alta,1,32,2,32,10,7
647,24,Yes,Travel_Frequently,Financial,7,Universitaria,Ingeniería Administrativa,Baja,Alta,1,Treasurer,Alta,Married,2886.0,1,Yes,16,Alta,Muy_Alta,1,6,4,6,1,2
648,30,Yes,Travel_Frequently,Sales,12,Universitaria,Life Sciences,Media,Media,1,Sales Representative,Media,Married,2033.0,1,No,18,Alta,Alta,1,1,2,1,0,0
649,34,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,Media,Media,1,Research Scientist,No aplica,Married,3622.0,1,Yes,13,Alta,Muy_Alta,1,6,3,6,1,3
650,31,Yes,Travel_Rarely,Sales,13,Universitaria,Medical,Media,Alta,2,Sales Executive,Alta,Divorced,4233.0,2,No,17,Alta,Alta,0,9,2,3,1,2
652,35,No,Travel_Rarely,Financial,25,Universitaria,Other,Baja,Media,2,Treasurer,Media,Single,3681.0,4,No,14,Alta,Muy_Alta,0,9,3,3,0,2
653,31,No,Travel_Rarely,Sales,6,Master,Medical,Baja,Muy_Alta,2,Sales Executive,Muy_Alta,Divorced,5460.0,4,No,22,Muy_Alta,Muy_Alta,2,13,4,7,5,7
655,27,No,Travel_Rarely,Research & Development,6,Universitaria,Systems Engineer,Baja,Media,1,Research Scientist,Media,Divorced,2187.0,0,No,12,Alta,Alta,2,6,5,5,0,3
656,37,No,Travel_Rarely,Sales,2,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Married,9602.0,4,Yes,11,Alta,Alta,1,17,3,3,1,0
657,20,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,Muy_Alta,Media,1,Research Scientist,Media,Single,2836.0,1,No,13,Alta,Muy_Alta,0,1,0,1,0,0
661,43,No,Travel_Rarely,Research & Development,6,Secundaria,Other,Media,Media,4,Research Director,Media,Divorced,16627.0,4,Yes,14,Alta,Alta,1,21,3,1,0,0
662,38,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,Alta,Alta,1,Research Scientist,Alta,Single,2619.0,3,No,17,Alta,Muy_Alta,0,8,3,0,0,0
663,43,No,Travel_Frequently,Research & Development,9,Universitaria,Systems Engineer,Muy_Alta,Alta,2,Laboratory Technician,Alta,Divorced,5679.0,3,Yes,13,Alta,Media,1,10,3,8,4,7
664,48,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,Muy_Alta,Media,4,CTO,Media,Married,15402.0,7,No,11,Alta,Baja,1,21,3,3,0,2
665,44,No,Travel_Rarely,Human Resources,1,Universitaria,Life Sciences,Baja,Media,2,Human Resources,Media,Single,5985.0,4,No,11,Alta,Media,0,10,1,2,0,2
666,34,No,Travel_Rarely,Sales,14,Universitaria,Technical Degree,Alta,Alta,1,Sales Representative,Alta,Divorced,2579.0,1,Yes,18,Alta,Muy_Alta,2,8,3,8,0,6
667,27,Yes,Travel_Rarely,Sales,2,Universitaria,Marketing,Alta,Alta,1,Sales Representative,Alta,Divorced,3041.0,0,No,11,Alta,Media,1,5,3,4,0,2
671,44,No,Travel_Rarely,Research & Development,3,Universitaria,Other,Muy_Alta,Alta,5,CTO,Alta,Married,19513.0,4,Yes,12,Alta,Baja,1,26,2,2,0,1
675,22,No,Travel_Rarely,Research & Development,6,Universitaria,Systems Engineer,Baja,Alta,1,Research Scientist,Alta,Married,2773.0,0,No,20,Muy_Alta,Muy_Alta,0,3,3,2,2,2
677,33,No,Travel_Rarely,Sales,8,Universitaria,Marketing,Alta,Alta,2,Sales Executive,Alta,Divorced,7104.0,0,No,12,Alta,Muy_Alta,0,6,3,5,1,2
679,32,No,Travel_Rarely,Research & Development,9,Universitaria,Software Engineer,Baja,Alta,2,Research Scientist,Alta,Married,6322.0,1,Yes,12,Alta,Muy_Alta,1,6,2,6,0,5
680,30,No,Travel_Frequently,Financial,3,Universitaria,Finanzas,Alta,Alta,1,Financial Analyst,Alta,Divorced,2083.0,1,No,20,Muy_Alta,Alta,1,1,2,1,0,0
682,53,No,Travel_Rarely,Sales,1,Universitaria,Medical,Muy_Alta,Alta,2,Sales Executive,Alta,Single,8381.0,7,No,20,Muy_Alta,Muy_Alta,0,18,2,14,8,10
683,34,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,Media,Alta,1,Research Scientist,No aplica,Married,2691.0,1,No,12,Alta,Muy_Alta,1,10,4,10,8,8
684,45,Yes,Travel_Frequently,Sales,26,Universitaria,Life Sciences,Baja,Alta,2,Sales Executive,Alta,Married,4286.0,2,No,14,Alta,Muy_Alta,2,5,4,1,0,0
686,26,No,Travel_Rarely,Research & Development,6,Universitaria,Software Engineer,Alta,Alta,1,Laboratory Technician,Alta,Married,2659.0,1,Yes,13,Alta,Alta,1,3,2,3,0,2
689,37,No,Travel_Rarely,Research & Development,3,Universitaria,Other,Alta,No aplica,3,Data Scientist,No aplica,Married,9434.0,1,No,15,Alta,Alta,1,10,2,10,7,8
691,35,No,Travel_Rarely,Research & Development,6,Primaria,Software Engineer,Media,Baja,2,Research Scientist,Baja,Single,6646.0,1,No,13,Alta,Media,0,17,3,17,11,8
692,33,No,Travel_Frequently,Research & Development,6,Universitaria,Software Engineer,Alta,Alta,2,Software Engineer,Alta,Divorced,7725.0,3,No,23,Muy_Alta,Alta,1,15,2,13,4,7
698,54,No,Travel_Rarely,Human Resources,19,Universitaria,Medical,Alta,Alta,3,Human Resources,Alta,Married,10725.0,2,No,15,Alta,Alta,1,16,1,9,7,1
699,36,No,Travel_Rarely,Research & Development,9,Universitaria,Systems Engineer,Media,Media,2,Data Scientist,Media,Divorced,8847.0,2,Yes,11,Alta,Alta,1,13,2,3,0,2
700,27,No,Travel_Rarely,Research & Development,3,Universitaria,Systems Engineer,Baja,Media,1,Research Scientist,Media,Single,2045.0,0,No,13,Alta,Muy_Alta,0,5,0,4,1,1
701,20,Yes,Travel_Rarely,Financial,10,Universitaria,Finanzas,Muy_Alta,Alta,1,Financial Analyst,Alta,Single,1009.0,1,Yes,11,Alta,Muy_Alta,0,1,5,1,1,1
704,35,No,Non-Travel,Financial,3,Universitaria,Ingeniería Administrativa,Alta,Media,1,Treasurer,Media,Married,1281.0,1,No,18,Alta,Alta,2,1,3,1,0,0
705,23,No,Travel_Rarely,Research & Development,4,Master,Systems Engineer,Baja,Muy_Alta,1,Research Scientist,No aplica,Married,2819.0,2,No,16,Alta,Baja,1,5,3,3,0,2
707,25,No,Travel_Rarely,Sales,8,Master,Life Sciences,Muy_Alta,Muy_Alta,2,Sales Executive,Muy_Alta,Married,4851.0,0,No,22,Muy_Alta,Alta,1,4,4,3,1,2
709,38,No,Travel_Rarely,Sales,7,Universitaria,Marketing,Muy_Alta,Media,2,Sales Executive,Media,Single,4028.0,0,No,20,Muy_Alta,Baja,0,8,2,7,0,5
712,48,No,Travel_Rarely,Sales,2,Master,Marketing,Media,Muy_Alta,2,Sales Executive,Muy_Alta,Married,8120.0,3,No,12,Alta,Muy_Alta,0,12,3,2,2,2
714,27,No,Travel_Frequently,Sales,3,Master,Medical,Muy_Alta,Muy_Alta,2,Sales Executive,No aplica,Divorced,4647.0,1,Yes,20,Muy_Alta,Media,2,6,3,6,0,4
715,37,No,Travel_Rarely,Research & Development,10,Master,Software Engineer,Muy_Alta,Muy_Alta,1,Research Scientist,Muy_Alta,Single,4680.0,3,No,17,Alta,Baja,0,4,2,1,0,0
716,50,No,Travel_Rarely,Research & Development,28,Master,Systems Engineer,Muy_Alta,Muy_Alta,1,Laboratory Technician,Muy_Alta,Married,3221.0,1,Yes,11,Alta,Alta,3,20,3,20,3,8
717,34,No,Travel_Rarely,Research & Development,9,Universitaria,Systems Engineer,Muy_Alta,Media,3,Software Engineer,Media,Single,8621.0,1,No,14,Alta,Media,0,9,3,8,7,7
720,24,Yes,Travel_Rarely,Sales,3,Universitaria,Life Sciences,Baja,Alta,2,Sales Executive,Alta,Single,4577.0,9,No,14,Alta,Baja,0,4,3,2,2,0
721,39,No,Travel_Rarely,Financial,2,Universitaria,Contaduría,Muy_Alta,Media,2,Coordinator,Media,Single,4553.0,1,No,11,Alta,Baja,0,20,4,20,11,10
722,32,No,Travel_Rarely,Sales,10,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Single,5396.0,1,No,12,Alta,Muy_Alta,0,10,2,10,0,8
723,50,Yes,Travel_Frequently,Sales,8,Universitaria,Technical Degree,Media,Alta,2,Sales Executive,Alta,Married,6796.0,3,Yes,14,Alta,Baja,1,18,4,4,1,3
724,38,No,Travel_Rarely,Financial,1,Master,Ingeniería Administrativa,Media,Muy_Alta,2,Coordinator,Muy_Alta,Single,7625.0,0,No,13,Alta,Alta,0,10,4,9,1,8
725,27,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,Alta,No aplica,3,Data Scientist,No aplica,Married,7412.0,1,No,11,Alta,Muy_Alta,0,9,3,9,0,7
727,32,No,Travel_Rarely,Research & Development,3,Universitaria,Software Engineer,Alta,Alta,3,Research Director,Alta,Single,11159.0,3,No,15,Alta,Muy_Alta,0,10,6,7,7,7
728,47,No,Travel_Rarely,Sales,14,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Single,4960.0,2,No,12,Alta,Muy_Alta,0,20,2,7,1,7
729,40,No,Travel_Frequently,Sales,5,Universitaria,Life Sciences,Muy_Alta,Media,3,Sales Executive,No aplica,Married,10475.0,5,Yes,21,Muy_Alta,Alta,1,20,2,18,1,12
730,53,No,Travel_Rarely,Research & Development,7,Master,Software Engineer,Alta,Muy_Alta,4,Research Director,Muy_Alta,Married,14814.0,3,No,19,Alta,Alta,0,32,3,5,1,3
731,41,No,Travel_Rarely,Human Resources,10,Universitaria,Human Resources,Media,Media,5,Talent Manager,Media,Divorced,19141.0,3,No,15,Alta,Media,3,23,2,21,12,6
732,60,No,Travel_Rarely,Sales,16,Universitaria,Marketing,Baja,Alta,2,Sales Executive,Alta,Single,5405.0,8,No,14,Alta,Muy_Alta,0,10,1,2,2,2
733,27,No,Travel_Frequently,Research & Development,10,Universitaria,Software Engineer,Muy_Alta,Alta,3,Data Scientist,Alta,Divorced,8793.0,1,No,21,Muy_Alta,Alta,2,9,4,9,1,7
734,41,No,Travel_Rarely,Human Resources,1,Universitaria,Human Resources,Muy_Alta,Media,5,Talent Manager,Media,Married,19189.0,1,No,12,Alta,Media,1,22,3,22,2,10
741,28,Yes,Travel_Rarely,Research & Development,1,Primaria,Software Engineer,Baja,Baja,1,Research Scientist,No aplica,Single,2216.0,7,Yes,13,Alta,Muy_Alta,0,10,4,7,3,7
742,36,No,Non-Travel,Research & Development,8,Master,Software Engineer,Baja,Muy_Alta,3,Research Director,Muy_Alta,Married,11713.0,9,No,14,Alta,Baja,1,10,2,8,0,5
